,Beta,Gini,Total,Group_probs,Group,Time Window Size
12,7500,0.007582398260560243,0.2476831928711593,"{-1: 0.24270097326206982, 8: 0.2515803359870614, 2: 0.2439919378662332, 1: 0.24958668399928643, 3: 0.24251187092385465, 4: 0.24511903528910206}",HousingStatusAtEntry,30
13,10000,0.007577126239112167,0.2478755632313552,"{-1: 0.24270097326206982, 8: 0.25172250625956594, 2: 0.24424989360307775, 1: 0.2498584561831465, 3: 0.2428817214322446, 4: 0.24534975638305728}",HousingStatusAtEntry,30
0,0,0.059922681841648666,0.21498977117138132,"{0: 0.21367798135162833, 1: 0.2659058290364421, 2: 0.28214525390542183}",HUDChronicHomeless,30
1,10,0.05258080294187883,0.21504002155242288,"{0: 0.21399896094365164, 1: 0.25490838440053926, 2: 0.2724724807555}",HUDChronicHomeless,30
2,25,0.05050067488459612,0.21560869620129464,"{0: 0.2147318562104013, 1: 0.24836570518299572, 2: 0.270286436473136}",HUDChronicHomeless,30
3,50,0.030715623430689114,0.2323578299143317,"{0: 0.23187349872111615, 1: 0.24995780186813024, 2: 0.2663445292972202}",HUDChronicHomeless,30
4,75,0.023104295305992152,0.25105199807585904,"{0: 0.2508190817001927, 1: 0.25812041145025855, 2: 0.2780948940468585}",HUDChronicHomeless,30
5,100,0.01633681397096051,0.2739972817742775,"{0: 0.2738123404144746, 1: 0.27972377726260284, 2: 0.2945960054930129}",HUDChronicHomeless,30
6,250,0.00582281098765809,0.30882602902169237,"{0: 0.30874193031382313, 1: 0.3115950112371567, 2: 0.31692820702201285}",HUDChronicHomeless,30
7,500,0.002142995761058853,0.33238254476431045,"{0: 0.33235241337279553, 1: 0.3333373909303061, 2: 0.33557095973235934}",HUDChronicHomeless,30
8,750,0.000808768008520783,0.33457250447621456,"{0: 0.3345442667268854, 1: 0.3357642039842853, 2: 0.33528459969321645}",HUDChronicHomeless,30
9,1000,0.0029592139048451793,0.34524145691100955,"{0: 0.3451297679685078, 1: 0.3497656936455551, 2: 0.3495093085078942}",HUDChronicHomeless,30
10,2500,0.005644901204286684,0.3451660446267288,"{0: 0.34495672866407995, 1: 0.35385078036145184, 2: 0.35158603794128246}",HUDChronicHomeless,30
11,5000,0.0036266978437948304,0.3463469793711185,"{0: 0.346214031537377, 1: 0.3519160122996117, 2: 0.350019173959145}",HUDChronicHomeless,30
12,7500,0.0074976127586808905,0.3467574453041947,"{0: 0.3464806920994879, 1: 0.3583902721547062, 2: 0.3540954417687671}",HUDChronicHomeless,30
13,10000,0.0074976127586808905,0.3467574453041947,"{0: 0.3464806920994879, 1: 0.3583902721547062, 2: 0.3540954417687671}",HUDChronicHomeless,30
0,0,0.010749885956982085,0.21498977117138132,"{0: 0.21626912821970642, 1: 0.2071653828120233}",PhysicalDisability,30
1,10,0.005283477481706189,0.2150206597743263,"{0: 0.2156544489877427, 1: 0.21114448388563722}",PhysicalDisability,30
2,25,0.002871115901696154,0.21508364431900423,"{0: 0.2154293452528941, 1: 0.21296938046554095}",PhysicalDisability,30
3,50,0.0019952598850956306,0.21529694807708624,"{0: 0.21553773052111128, 1: 0.2138243526396876}",PhysicalDisability,30
4,75,0.0018511480071810762,0.21813196208006186,"{0: 0.21835834187780814, 1: 0.21674745143340615}",PhysicalDisability,30
5,100,0.0013504092886526375,0.21879688328832467,"{0: 0.21896264939596508, 1: 0.21778307842071906}",PhysicalDisability,30
6,250,0.0002708144026139341,0.2269342247873943,"{0: 0.22696875778902306, 1: 0.2267230252506336}",PhysicalDisability,30
7,500,0.00018693236223148185,0.23756588092364514,"{0: 0.23754091101444144, 1: 0.23771859377824917}",PhysicalDisability,30
8,750,0.0005165500227012928,0.2454003310982005,"{0: 0.24532902250501687, 1: 0.24583644557238782}",PhysicalDisability,30
9,1000,0.00014618457078136956,0.2561000715731347,"{0: 0.25607902244137615, 1: 0.25622880544123006}",PhysicalDisability,30
10,2500,4.641576595525823e-05,0.26779823875840897,"{0: 0.2677912510644247, 1: 0.26784097462447604}",PhysicalDisability,30
11,5000,5.328248775978099e-05,0.2705842430135533,"{0: 0.2705761380339883, 1: 0.2706338120590709}",PhysicalDisability,30
12,7500,0.0004671041153974711,0.2752353940808083,"{0: 0.27516307691197844, 1: 0.27567767687802636}",PhysicalDisability,30
13,10000,7.497308036847329e-06,0.2754537510081316,"{0: 0.27545491187126026, 1: 0.2754466513138259}",PhysicalDisability,30
0,0,0.012744641646177677,0.21498977117138132,"{0: 0.21558482034827925, 1: 0.20486778478502757}",ReceivePhysicalDisabilityServices,30
1,10,0.0027750374932318743,0.21503250200339222,"{0: 0.21516438041508823, 1: 0.21278920592020129}",ReceivePhysicalDisabilityServices,30
2,25,1.698152574806634e-05,0.21508404021716412,"{0: 0.21508322900176863, 1: 0.21509783926354278}",ReceivePhysicalDisabilityServices,30
3,50,0.0012653958114761399,0.2152750360539051,"{0: 0.21521439923661892, 1: 0.21630648868489963}",ReceivePhysicalDisabilityServices,30
4,75,0.0016137969276134305,0.21542671574692818,"{0: 0.2153492812497963, 1: 0.2167439025547292}",ReceivePhysicalDisabilityServices,30
5,100,0.0015247220608753935,0.21834442054894287,"{0: 0.21827028101527274, 1: 0.2196055589214244}",ReceivePhysicalDisabilityServices,30
6,250,0.0014381610438799035,0.22514924517552834,"{0: 0.22507714636995968, 1: 0.22637567007748885}",ReceivePhysicalDisabilityServices,30
7,500,0.0014067188822174362,0.23511361568195013,"{0: 0.23503997618514502, 1: 0.23636624825938693}",ReceivePhysicalDisabilityServices,30
8,750,0.0014703890037351566,0.23559004126599778,"{0: 0.2355129040114819, 1: 0.23690217187705231}",ReceivePhysicalDisabilityServices,30
9,1000,0.0011850096576767662,0.24684916147138422,"{0: 0.24678405747080662, 1: 0.2479566023907693}",ReceivePhysicalDisabilityServices,30
10,2500,0.001032132881972039,0.2624474181029864,"{0: 0.26238714635672716, 1: 0.2634726607531784}",ReceivePhysicalDisabilityServices,30
11,5000,0.001037882221293225,0.26372418571175005,"{0: 0.26366328276083983, 1: 0.26476016536508856}",ReceivePhysicalDisabilityServices,30
12,7500,0.002212454761486786,0.26571263271165374,"{0: 0.26558155270301737, 1: 0.2679423476906031}",ReceivePhysicalDisabilityServices,30
13,10000,0.0017094729361627021,0.26571872374362165,"{0: 0.2656175321306436, 1: 0.26744002707239267}",ReceivePhysicalDisabilityServices,30
0,0,0.03053066074862118,0.21498977117138132,"{0: 0.21445552098299583, 1: 0.24234858325301042}",HasDevelopmentalDisability,30
1,10,0.02290422572099619,0.21501116868378892,"{0: 0.21461648279299267, 1: 0.235222929675762}",HasDevelopmentalDisability,30
2,25,0.007765044353987273,0.23152872523984347,"{0: 0.23138889777302668, 1: 0.23868925315664513}",HasDevelopmentalDisability,30
3,50,0.002811002850129488,0.23920547946298917,"{0: 0.2391536835688465, 1: 0.24185793362258753}",HasDevelopmentalDisability,30
4,75,5.442683876373059e-05,0.24540767641904504,"{0: 0.2454066529959845, 1: 0.24546008564566155}",HasDevelopmentalDisability,30
5,100,0.0003281302867468401,0.24969864793677057,"{0: 0.24969236669996675, 1: 0.25002030842672746}",HasDevelopmentalDisability,30
6,250,0.0010845633748208475,0.2707470396967335,"{0: 0.27072449553821754, 1: 0.2719015201438851}",HasDevelopmentalDisability,30
7,500,0.0016245782769431798,0.28152046923232005,"{0: 0.2814853198045568, 1: 0.28332046221287166}",HasDevelopmentalDisability,30
8,750,0.001494225533798718,0.28688281524155784,"{0: 0.2868498786151406, 1: 0.28856949124531633}",HasDevelopmentalDisability,30
9,1000,0.0021340110093502175,0.29132280883178546,"{0: 0.291274982632976, 1: 0.2937719759341141}",HasDevelopmentalDisability,30
10,2500,0.0019456369781917253,0.29126995276894907,"{0: 0.2912263720644879, 1: 0.29350170921875146}",HasDevelopmentalDisability,30
11,5000,0.0015488025816369877,0.2917421376607817,"{0: 0.29170741608922435, 1: 0.2935202202371997}",HasDevelopmentalDisability,30
12,7500,0.0008592391501191782,0.2906698520788239,"{0: 0.29065068566524405, 1: 0.2916513590933461}",HasDevelopmentalDisability,30
13,10000,0.008709205744244405,0.2986005476189575,"{0: 0.2983979127461508, 1: 0.3089774263301421}",HasDevelopmentalDisability,30
0,0,0.024039023264637728,0.21498977117138132,"{0: 0.21491190601273724, 1: 0.23662071224270811}",ReceiveDevelopmentalDisabilityServices,30
1,10,0.017451711092116483,0.21499185881994698,"{0: 0.2149360961169114, 1: 0.23048273772324301}",ReceiveDevelopmentalDisabilityServices,30
2,25,0.009472440166919328,0.23149916117071198,"{0: 0.23146709663555323, 1: 0.24040668903781054}",ReceiveDevelopmentalDisabilityServices,30
3,50,0.0011536342552868181,0.25051946799025865,"{0: 0.25051531201615385, 1: 0.25167399759657}",ReceiveDevelopmentalDisabilityServices,30
4,75,0.0033559903715687685,0.2535085929079577,"{0: 0.2534963048185121, 1: 0.25692222415592914}",ReceiveDevelopmentalDisabilityServices,30
5,100,0.002990659309056891,0.25351811183945044,"{0: 0.2535071690041558, 1: 0.2565580314842893}",ReceiveDevelopmentalDisabilityServices,30
6,250,0.0021240329030919073,0.25716245097824014,"{0: 0.25715458103557015, 1: 0.25934872105194917}",ReceiveDevelopmentalDisabilityServices,30
7,500,0.00046637651110593254,0.2662858333819835,"{0: 0.2662840499591478, 1: 0.2667812682457397}",ReceiveDevelopmentalDisabilityServices,30
8,750,0.001623052037931554,0.2768899246626421,"{0: 0.2768963516791872, 1: 0.2751044994664036}",ReceiveDevelopmentalDisabilityServices,30
9,1000,0.0015750337121080064,0.2748107040198307,"{0: 0.27481689464625314, 1: 0.27309094799966177}",ReceiveDevelopmentalDisabilityServices,30
10,2500,0.00044980764028726774,0.27734752914910565,"{0: 0.27734931740896807, 1: 0.27685075055932834}",ReceiveDevelopmentalDisabilityServices,30
11,5000,0.0025208980034314363,0.2773763590116694,"{0: 0.2773662764400615, 1: 0.2801772974043222}",ReceiveDevelopmentalDisabilityServices,30
12,7500,0.004890174252924816,0.28040940539751563,"{0: 0.2803895388764492, 1: 0.2859283249497578}",ReceiveDevelopmentalDisabilityServices,30
13,10000,0.004890174252924816,0.28040940539751563,"{0: 0.2803895388764492, 1: 0.2859283249497578}",ReceiveDevelopmentalDisabilityServices,30
0,0,0.02237821116466896,0.21498977117138132,"{0: 0.2197093501189116, 1: 0.20088504953849057}",HasChronicHealthCondition,30
1,10,0.009395661439924432,0.21524494777769984,"{0: 0.21725429453088307, 1: 0.2092399043336374}",HasChronicHealthCondition,30
2,25,0.002349542195529795,0.2156967489134896,"{0: 0.2162038037979033, 1: 0.21418138746350363}",HasChronicHealthCondition,30
3,50,0.000418395656852835,0.21743880119186834,"{0: 0.21734752661387496, 1: 0.21771158029548526}",HasChronicHealthCondition,30
4,75,0.001236884801607461,0.2181040821535193,"{0: 0.2178332043580225, 1: 0.218913615364954}",HasChronicHealthCondition,30
5,100,0.0012798765719374563,0.2216557539554971,"{0: 0.2213708843599235, 1: 0.22250710243211128}",HasChronicHealthCondition,30
6,250,0.0014444926869551585,0.2360698064274007,"{0: 0.23572733355597933, 1: 0.2370933054665985}",HasChronicHealthCondition,30
7,500,0.0012101716735659592,0.24572104100702047,"{0: 0.24542246279938393, 1: 0.24661335842583698}",HasChronicHealthCondition,30
8,750,0.0009649101883198543,0.2507248023383923,"{0: 0.25048194756663106, 1: 0.25145058719992197}",HasChronicHealthCondition,30
9,1000,0.0007758844393208507,0.2564121376275459,"{0: 0.2562124660981746, 1: 0.25700886699071696}",HasChronicHealthCondition,30
10,2500,0.00046124257908159935,0.2656304779938143,"{0: 0.2655075498059498, 1: 0.2659978556539701}",HasChronicHealthCondition,30
11,5000,0.0002079885658998882,0.27545081220540235,"{0: 0.27539334527580717, 1: 0.2756225552897005}",HasChronicHealthCondition,30
12,7500,0.000237366458230581,0.28332397616819427,"{0: 0.2832565156180284, 1: 0.2835255857380031}",HasChronicHealthCondition,30
13,10000,0.0005035537951475982,0.28366499428455183,"{0: 0.28352167186411753, 1: 0.28409332123203}",HasChronicHealthCondition,30
0,0,0.030614910197864508,0.21498977117138132,"{0: 0.2185685488377224, 1: 0.1933470318160872}",ReceiveChronicHealthServices,30
1,10,0.012148665736157808,0.2152334412254856,"{0: 0.2166921521292772, 1: 0.20641185384876412}",ReceiveChronicHealthServices,30
2,25,0.00452176924467369,0.21565163870288329,"{0: 0.21620153496516611, 1: 0.21232612854644872}",ReceiveChronicHealthServices,30
3,50,0.0013810933934288382,0.2166036456228692,"{0: 0.21677310046887774, 1: 0.21557886358649203}",ReceiveChronicHealthServices,30
4,75,0.000115009925284839,0.21717031106627677,"{0: 0.21718448491321155, 1: 0.21708459440447986}",ReceiveChronicHealthServices,30
